"year_id","mx","ax","qx","n","px","lx","dx","nLx","Tx","ex","age","location_name","sex"
1977,0.00668496891722815,2.59233942567366,0.0328953888258407,5,0.967104611174159,69188.5436156579,2275.98404453071,340462.921026477,2323123.93142009,33.5767138606795,"30","Haiti","both"
1978,0.00656693539862633,2.59360171547299,0.032323873739381,5,0.967676126260619,69130.9709980542,2234.5807780219,340277.563639402,2336243.08774961,33.794449203026,"30","Haiti","both"
1979,0.00638589546348101,2.59603066094445,0.0314467230461531,5,0.968553276953847,71191.1858089038,2238.72950345982,350574.091959762,2417978.6876368,33.964579465319,"30","Haiti","both"
1980,0.00634228686972295,2.59654020277663,0.0312353011743495,5,0.968764698825651,72806.9448250779,2274.14684919556,358568.903600366,2487221.87068342,34.1618766816694,"30","Haiti","both"
1981,0.00619266436654699,2.59632822521862,0.0305091885176999,5,0.9694908114823,73913.7022090925,2255.04707473834,364148.118041111,2536825.21126243,34.321446977261,"30","Haiti","both"
1982,0.00614735889913567,2.59766592066746,0.0302894791710109,5,0.969710520828989,74757.9156059579,2264.37832761485,368349.784804858,2569878.03893232,34.3759990912255,"30","Haiti","both"
1983,0.00607166093800764,2.59756028148046,0.0299218408007529,5,0.970078159199247,76289.646549285,2282.72665879341,375964.119554816,2615463.60776534,34.2833362856871,"30","Haiti","both"
1984,0.00615415656016971,2.59768219166597,0.0303224878658815,5,0.969677512134119,76759.4428971389,2327.53727584031,378205.730238382,2625404.82959885,34.2030208989012,"30","Haiti","both"
1985,0.00623323950068195,2.59816270887605,0.0307064837622612,5,0.969293516237739,76907.7200382817,2361.56565654803,378866.503732074,2627970.81398748,34.1704423519431,"30","Haiti","both"
1986,0.00637942563418635,2.59671315245256,0.0314154789369643,5,0.968584521063036,77375.8162088843,2430.79832434062,381037.175402493,2634731.6548819,34.0510999944629,"30","Haiti","both"
1987,0.00643561789427948,2.59732245360683,0.0316881053419084,5,0.968311894658092,77189.7123499895,2445.99573625808,380071.622715867,2630509.5205354,34.0784988109333,"30","Haiti","both"
1988,0.00666783356835987,2.59686425878985,0.0328133758504639,5,0.967186624149536,76534.1472202923,2511.34373813419,376635.636205887,2601420.76389297,33.9903279565547,"30","Haiti","both"
1989,0.00698393028272598,2.59550026840403,0.0343429353599881,5,0.965657064640012,76515.2513917858,2627.75833260134,376257.81275349,2581392.00160983,33.7369603400002,"30","Haiti","both"
1990,0.0071794748918474,2.59382357205647,0.0352877752048734,5,0.964712224795127,76719.7414812916,2707.26899116782,377084.540575808,2582738.36521147,33.664586393859,"30","Haiti","both"
1991,0.00738980360834965,2.59201333628205,0.0363030221520456,5,0.963696977847954,77298.7508052318,2806.17826280779,379736.514193303,2600220.85180495,33.6385882658916,"30","Haiti","both"
1992,0.00755844446922558,2.59055545516595,0.0371162736572816,5,0.962883726342718,77976.4956811144,2894.19695253608,382909.071346609,2632325.54227607,33.7579358918742,"30","Haiti","both"
1993,0.00816011692833748,2.59271796059378,0.0400145506953098,5,0.95998544930469,78785.3387818192,3152.55993273226,386337.593004878,2642636.70259747,33.5422395011303,"30","Haiti","both"
1994,0.00813743413263356,2.59499761523433,0.0399061847394791,5,0.960093815260521,80296.6183295671,3204.33168501515,393776.666303794,2713401.25031473,33.7922232188898,"30","Haiti","both"
1995,0.00831956757929536,2.59389294165508,0.0407814835277479,5,0.959218516472252,80582.7815021479,3286.28537644996,395006.753070728,2749156.7863843,34.1159331452343,"30","Haiti","both"
1996,0.0083794406424271,2.5929746393546,0.0410688636925802,5,0.95893113630742,81102.9190185043,3330.80472624132,397497.263645101,2789566.0737032,34.3953843765689,"30","Haiti","both"
1997,0.00853115333563719,2.59439499864889,0.0417979643955547,5,0.958202035604445,81925.0833560149,3424.30171721756,401387.899443001,2832586.56763759,34.575327257566,"30","Haiti","both"
1998,0.00860896325161606,2.59353126433384,0.0421711481100159,5,0.957828851889984,82806.6863632979,3492.05303512627,405629.91536417,2871816.59937654,34.6809747557946,"30","Haiti","both"
1999,0.00879883106670886,2.5901499087269,0.043080678492263,5,0.956919321507737,83046.3880166209,3577.69474208777,406610.232082337,2879391.37336747,34.6720843872365,"30","Haiti","both"
2000,0.00895921004850223,2.58967680658618,0.0438491458384658,5,0.956150854161534,83276.9761692866,3651.62427303349,407583.286167508,2890216.61100563,34.7060705606116,"30","Haiti","both"
2001,0.00902385777560125,2.59106173672438,0.0441593564838694,5,0.955840643516131,83565.8774472164,3690.21537207896,408939.886226553,2900495.91076697,34.7090941825992,"30","Haiti","both"
2002,0.00903621242651114,2.59397083689941,0.0442196651200007,5,0.955780334879999,84463.4832837568,3734.94694567651,413331.025144853,2941628.93063851,34.8272272972221,"30","Haiti","both"
2003,0.00903165762045239,2.59729409867318,0.0441991481534833,5,0.955800851846517,85062.6522293263,3759.69676821222,416279.815534448,2969747.0187642,34.912466763414,"30","Haiti","both"
2004,0.00940037147652775,2.59885611175966,0.0459643660516238,5,0.954035633948376,83567.5563931313,3841.12975209361,408614.676737479,2884247.84404818,34.5139665264312,"30","Haiti","both"
2005,0.00869208684285674,2.59918092796169,0.0425720355331704,5,0.95742796446683,84465.2307398733,3595.85680437532,413693.152103104,2958075.88491244,35.0212254083861,"30","Haiti","both"
2006,0.00828627721580273,2.5993702155161,0.0406232959436865,5,0.959376704056313,84511.803999178,3433.14802459344,414317.302593509,2972822.58257463,35.176418463432,"30","Haiti","both"
2007,0.00775317371932435,2.59828351881853,0.0380572081735859,5,0.961942791826414,85411.32597239,3250.51661291324,419249.810540362,3028050.97493718,35.452569556361,"30","Haiti","both"
2008,0.00741797655273884,2.59926119539384,0.0364409201132859,5,0.963559079886714,85933.8250749826,3131.50765458652,422151.193431626,3056045.5054529,35.5627775533826,"30","Haiti","both"
2009,0.00694660956327894,2.59989096329958,0.0341634535246604,5,0.96583654647534,85789.9090499285,2930.87957071207,421915.114706496,3066442.4298918,35.7436260727025,"30","Haiti","both"
2010,0.0238756347071658,2.60085547669901,0.112910534136706,5,0.887089465863294,52921.5390512737,5975.39924161588,250271.848891309,1290600.870341,24.3870623091779,"30","Haiti","both"
2011,0.00658887705408847,2.60422039778067,0.0324324233410553,5,0.967567576658945,85414.5656397711,2770.20135232141,420436.036304923,3061871.51594881,35.8471824215791,"30","Haiti","both"
2012,0.00620747934953719,2.60442872266875,0.0305826191562425,5,0.969417380843758,85883.8885696143,2626.55425578168,423127.344914569,3113153.94742053,36.2484046690215,"30","Haiti","both"
2013,0.00578914714383821,2.60143379167325,0.0285493099164598,5,0.97145069008354,86652.6987281714,2473.87475108819,427329.741259264,3193210.03165203,36.8506703024807,"30","Haiti","both"
2014,0.0054650662070587,2.60131078495213,0.0269717583795644,5,0.973028241620436,88274.8340873706,2380.92749600069,435663.065330385,3319111.66598343,37.5997496942143,"30","Haiti","both"
2015,0.00511820339837482,2.60117350496004,0.0252806294645951,5,0.974719370535405,89596.573730724,2265.0577817837,442549.388033881,3424701.75650321,38.2235794729819,"30","Haiti","both"
2016,0.00489185901203288,2.60085117273995,0.0241755634477723,5,0.975824436552228,89824.3568142089,2171.55443731725,443911.901789424,3459507.61537811,38.5141373462177,"30","Haiti","both"
1970,0.00680892402306199,2.58737373352051,0.0334943946666601,5,0.96650560533334,74382.6752917142,2491.4026825827,365902.552906194,2454833.96419766,33.0027651542552,"30","Haiti","female"
1971,0.00655947905033827,2.5833306312561,0.0322856009323414,5,0.967714399067659,75539.2562870376,2438.83028320916,371802.434994192,2518839.9950247,33.3447814928637,"30","Haiti","female"
1972,0.0064250435680151,2.58295774459839,0.0316339551139023,5,0.968366044886098,74694.5448881712,2362.88388024576,367761.534257695,2527423.84641056,33.8367929036115,"30","Haiti","female"
1973,0.00622297078371048,2.58486795425415,0.0306541437141571,5,0.969345856285843,74431.1968795297,2281.62460596183,366645.559695428,2553928.44113686,34.3126074577373,"30","Haiti","female"
1974,0.00587486987933517,2.58889245986938,0.0289640749244878,5,0.971035925075512,74589.6101941965,2160.41905825304,367739.048289787,2589723.03154592,34.7196214701148,"30","Haiti","female"
1975,0.00581481913104653,2.59388208389282,0.0286729286817822,5,0.971327071318218,75524.7217222869,2165.51495965458,372413.124269411,2651477.83805294,35.1074161888703,"30","Haiti","female"
1976,0.005711380392313,2.59951853752136,0.0281706801685493,5,0.971829319831451,76296.3131328946,2149.31903530627,376322.165163268,2708685.83614748,35.5021851636451,"30","Haiti","female"
1977,0.00554911000654101,2.60649013519287,0.0273818681793798,5,0.97261813182062,76028.3455966717,2081.79813702439,375158.923605854,2720195.245018,35.778698374532,"30","Haiti","female"
1978,0.00544578162953258,2.60851526260376,0.0268788513292625,5,0.973121148670738,76875.6378293563,2066.3288400575,379436.595263342,2767960.19503113,36.0056875388178,"30","Haiti","female"
1979,0.00521100545302033,2.61361479759216,0.02573500053317,5,0.97426499946683,79253.6415746383,2039.59250817898,391400.954492731,2854210.07429681,36.0136142338497,"30","Haiti","female"
1980,0.00506405498556508,2.61369061470032,0.0250179479886237,5,0.974982052011376,80054.0902246477,2002.78906551682,395491.17677942,2879495.38538869,35.9693724244227,"30","Haiti","female"
1981,0.00484448426648106,2.61203050613403,0.0239454093281312,5,0.976054590671869,81151.2830885558,1943.20069105852,401116.111472072,2910384.29531679,35.8636879732493,"30","Haiti","female"
1982,0.00485661071361972,2.61155867576599,0.0240046066191821,5,0.975995393380818,82789.8330326785,1987.33737401721,409202.526454095,2965772.6503884,35.822908946051,"30","Haiti","female"
1983,0.00488453139367169,2.61058211326599,0.0241409039714749,5,0.975859096028525,84574.0458205125,2041.69391863211,417991.769134147,3022559.57189336,35.738618657407,"30","Haiti","female"
1984,0.00497814885518578,2.61068797111511,0.0245981650680975,5,0.975401834931902,84180.2402088877,2070.67944413032,415953.701740613,3002880.94293198,35.6720405582181,"30","Haiti","female"
1985,0.00503840104398413,2.61118817329407,0.0248924054060352,5,0.975107594593965,81845.0572729929,2037.32034611951,404358.511427366,2920542.32041465,35.6837959154115,"30","Haiti","female"
1986,0.00517679129499263,2.61129570007324,0.0255677896970583,5,0.974432210302942,79927.4043952561,2043.56706660964,394755.544537082,2846940.65877224,35.6190805933542,"30","Haiti","female"
1987,0.00516357733642335,2.61114311218262,0.0255033022430029,5,0.974496697756997,79676.2565099383,2032.00765136398,393527.107075633,2853707.92698306,35.8162902222585,"30","Haiti","female"
1988,0.00526955349327146,2.60865712165833,0.0260198828764109,5,0.973980117123589,80844.2856151717,2103.55884293388,399191.097617636,2906427.61257546,35.9509344471223,"30","Haiti","female"
1989,0.00547421631498665,2.6047420501709,0.0270168325399892,5,0.972983167460011,81128.8690521797,2191.84506934145,400394.310933765,2914751.23811558,35.9274235197449,"30","Haiti","female"
1990,0.00544575557344141,2.60264420509338,0.0268778760761492,5,0.973122123923851,81242.8476809865,2183.63519204302,400979.287923326,2950940.57216967,36.3224659942624,"30","Haiti","female"
1991,0.00557091795776777,2.60257983207703,0.0274874717595919,5,0.972512528240408,81456.1739260171,2239.0242804358,401912.987663699,2986345.98219728,36.661996731023,"30","Haiti","female"
1992,0.00567626369533761,2.59938597679138,0.0279997789781061,5,0.972000221021894,81801.6703534246,2290.42868993578,403509.916534904,3031670.99219732,37.0612357803816,"30","Haiti","female"
1993,0.00621685586444917,2.60039258003235,0.0306273796601937,5,0.969372620339806,80724.4463315969,2472.37826565675,397689.494426748,2984112.17289212,36.9666477566671,"30","Haiti","female"
1994,0.00649375519189801,2.60445880889893,0.0319714265915822,5,0.968028573408418,79059.0561442178,2527.63080991464,389240.237000042,2928427.8566741,37.0410171774898,"30","Haiti","female"
1995,0.00672292657753303,2.60446190834045,0.0330818488288616,5,0.966918151171138,77974.7478639184,2579.54882130274,383694.331858866,2934761.76715995,37.63733577288,"30","Haiti","female"
1996,0.00680982656822737,2.60172057151794,0.0335019829129674,5,0.966498017087033,77650.4777110249,2601.44497745851,382013.396581358,2955680.91903551,38.0639115967198,"30","Haiti","female"
1997,0.00696524058385986,2.60699367523193,0.0342552411914325,5,0.965744758808567,78198.2393726556,2678.6995504557,384581.051896884,2999943.68257756,38.3633149114939,"30","Haiti","female"
1998,0.00714825163665491,2.60665702819824,0.0351400741408289,5,0.964859925859171,79716.5889977137,2801.24684763364,391878.600533503,3067290.81379238,38.4774468195114,"30","Haiti","female"
1999,0.00743581279607192,2.60328245162964,0.0365280772798705,5,0.963471922720129,81837.3023205457,2989.35930354102,402021.861701548,3132614.0096574,38.2785590535154,"30","Haiti","female"
2000,0.00769616493893003,2.60286474227905,0.0377837615863957,5,0.962216238413604,83753.8446639704,3164.53529872747,411183.40418097,3198099.35198011,38.1845080045129,"30","Haiti","female"
2001,0.00789260826218443,2.60473394393921,0.038730838805585,5,0.961269161194415,84703.7699695583,3280.64806091631,415660.824905597,3216181.07472182,37.969751238672,"30","Haiti","female"
2002,0.00797902250037292,2.60946106910706,0.0391483896996234,5,0.960851610300377,85162.8491840202,3333.98840778628,417844.216836142,3253452.86646206,38.2027245170249,"30","Haiti","female"
2003,0.00801698550731068,2.61270260810852,0.0393321522826294,5,0.960667847717371,85857.498227459,3376.960194888,421225.682871518,3298416.47740091,38.4173373962347,"30","Haiti","female"
2004,0.00839246784499851,2.61344456672668,0.0411383750201999,5,0.9588616249798,85815.1229080002,3530.29470859386,420650.37052215,3260082.93883022,37.9896086884972,"30","Haiti","female"
2005,0.00778241926021316,2.6134467124939,0.0382025542152987,5,0.961797445784701,86902.7936744874,3319.90868681052,426590.829381709,3343155.59766659,38.4700589740427,"30","Haiti","female"
2006,0.0074056201360921,2.61360192298889,0.0363850760492973,5,0.963614923950703,87033.8702834194,3166.73398912689,427612.263515039,3352107.62718491,38.514978321302,"30","Haiti","female"
2007,0.00680041857103854,2.61396980285645,0.0334591839996459,5,0.966540816000354,87141.1261396293,2915.6709734422,428748.751710578,3378152.51431822,38.7664546462859,"30","Haiti","female"
2008,0.0063787307215944,2.61396813392639,0.0314155140467552,5,0.968584485953245,87828.6118899096,2759.18099053446,432559.565681868,3412074.9801435,38.8492417985659,"30","Haiti","female"
2009,0.00581325292784578,2.6170060634613,0.0286691129519164,5,0.971330887048084,88771.3073450519,2544.99463716458,437791.829936373,3453093.408064,38.8987558180473,"30","Haiti","female"
2010,0.0205136647109123,2.62223720550537,0.0977980637105987,5,0.902201936289401,59755.2299780653,5843.94578843631,284880.633021539,1583843.63702991,26.5055232422552,"30","Haiti","female"
2011,0.00551300847946472,2.62974381446838,0.02720948940238,5,0.97279051059762,89211.9852829469,2427.41256812162,440306.336760307,3443830.5625598,38.6027791180441,"30","Haiti","female"
2012,0.00523098513692636,2.63385391235352,0.0258351568432937,5,0.974164843156706,89418.8849103784,2310.15091641205,441628.269999151,3464162.62214283,38.7408389806565,"30","Haiti","female"
2013,0.00474295839873845,2.63680791854858,0.0234519305208262,5,0.976548069479174,89807.3771808808,2106.15636990365,444059.633848749,3500010.3834614,38.9724151103093,"30","Haiti","female"
2014,0.00444009470504615,2.63736605644226,0.0219700012158494,5,0.978029998784151,90255.2868474456,1982.90876177521,446591.54668968,3559223.31521777,39.4350673466228,"30","Haiti","female"
2015,0.00415610078580658,2.63772535324097,0.0205784675898157,5,0.979421532410184,90165.1741963723,1855.46111493013,446442.762232015,3577095.4330469,39.6726947508167,"30","Haiti","female"
2016,0.00402958558631241,2.63753008842468,0.0199579329067367,5,0.980042067093263,89709.8167254612,1790.4225032824,444319.264334294,3561300.6807238,39.6980041952648,"30","Haiti","female"
1970,0.00807579979300499,2.58016610145569,0.0396050336703258,5,0.960394966329674,72342.6775889921,2865.13418171355,354780.239128172,2272722.00754468,31.416061490797,"30","Haiti","male"
1971,0.00822176691144705,2.58105897903442,0.0403072060822425,5,0.959692793917758,72309.3942383881,2914.58965524883,354496.750715577,2251387.76921709,31.1354809832145,"30","Haiti","male"
1972,0.00835706014186144,2.58171105384827,0.040957557235797,5,0.959042442764203,71678.8124528565,2935.78906363183,351294.476023469,2215650.26678771,30.9108115908722,"30","Haiti","male"
1973,0.00839283037930727,2.58214163780212,0.0411295238317786,5,0.958870476168221,70279.3275437555,2890.55527709227,344407.684470665,2167919.99110556,30.8471931487367,"30","Haiti","male"
1974,0.00817361380904913,2.58231592178345,0.0400761162567522,5,0.959923883743248,71098.0346943851,2849.33310403877,348601.386192755,2201933.81733096,30.9703893616183,"30","Haiti","male"
1975,0.00810736231505871,2.58215308189392,0.0397574712714824,5,0.960242528728518,72389.6034497231,2878.02757950636,354989.387135282,2250394.13195741,31.0872559692966,"30","Haiti","male"
1976,0.00802937988191843,2.58185267448425,0.039382244940409,5,0.960617755059591,72332.3065474718,2848.60861355728,354773.177437044,2263050.32668827,31.2868541694164,"30","Haiti","male"
1977,0.00790949258953333,2.58163666725159,0.0388051961141203,5,0.96119480388588,71394.3276795288,2770.47088703988,350271.63318998,2245795.27533772,31.4562143566717,"30","Haiti","male"
1978,0.00778935570269823,2.58223342895508,0.0382268580655097,5,0.96177314193449,72027.0053561841,2753.36611063455,353478.03024078,2280396.03493499,31.6602921870498,"30","Haiti","male"
1979,0.00768150389194489,2.58287620544434,0.037707400652739,5,0.962292599347261,72041.3746497239,2716.49297749122,353640.773434982,2301869.60451735,31.9520499950118,"30","Haiti","male"
1980,0.00776407364346499,2.58408832550049,0.0381056092571368,5,0.961894390742863,72251.27311982,2753.17878183453,354604.928838082,2336732.29733241,32.3417456389622,"30","Haiti","male"
1981,0.0076897813378021,2.5853431224823,0.0377479949951867,5,0.962252005004813,74696.1421921094,2819.6296016275,366672.272950925,2445163.31070016,32.7348004721783,"30","Haiti","male"
1982,0.00757491593459474,2.58781456947327,0.037194949762427,5,0.962805050237573,77748.9877645972,2891.86969398374,381769.212880177,2556374.94357462,32.8798485623328,"30","Haiti","male"
1983,0.00737785916119765,2.58807444572449,0.0362443334361804,5,0.96375566656382,79345.7559472231,2875.83403529694,389792.482136527,2601239.5657096,32.7836005172075,"30","Haiti","male"
1984,0.00744144001041491,2.58815836906433,0.0365511947498616,5,0.963448805250138,79805.3812968408,2916.98203386778,391991.60777823,2608924.4125454,32.6910838611416,"30","Haiti","male"
1985,0.00753476721014824,2.58867502212524,0.037001563073688,5,0.962998436926312,78051.3815359986,2888.02311689274,383292.94540155,2545788.33434278,32.6168260477057,"30","Haiti","male"
1986,0.00767803342855669,2.58602857589722,0.0376915707167559,5,0.962308429283244,75768.5124339847,2855.83424450894,371948.659911705,2458534.36453613,32.4479692890657,"30","Haiti","male"
1987,0.0077963272002516,2.58753085136414,0.0382619892469639,5,0.961738010753036,75210.6138208883,2877.70769727237,369110.68806598,2431030.7548997,32.3229745297536,"30","Haiti","male"
1988,0.00815115462234685,2.58877563476562,0.0399701885290067,5,0.960029811470993,76212.3203123942,3046.22081111945,373716.479720316,2441667.22290553,32.0376969615561,"30","Haiti","male"
1989,0.00857669621494318,2.589271068573,0.0420147797204307,5,0.957985220279569,76184.8591912188,3200.89007695108,373207.81764127,2406678.15268164,31.5899796656582,"30","Haiti","male"
1990,0.00900507087102596,2.58819937705994,0.0440682606764293,5,0.955931739323571,76448.0423152915,3368.93225695296,374115.018660495,2380134.45187418,31.1340144206426,"30","Haiti","male"
1991,0.00930448909013491,2.58531856536865,0.0455001758434897,5,0.95449982415651,77791.4323788798,3539.52385235597,380410.33936068,2398536.58128442,30.8329144731832,"30","Haiti","male"
1992,0.00954715595117202,2.5849974155426,0.0466599685629013,5,0.953340031437099,78687.1529380112,3671.54008239182,384568.985902141,2419236.18500114,30.7449957797684,"30","Haiti","male"
1993,0.010220134520458,2.58757638931274,0.0498710863159699,5,0.95012891368403,78533.2518638129,3916.53858237402,383217.909170778,2391141.79766199,30.4475077870015,"30","Haiti","male"
1994,0.00989718842601352,2.58833694458008,0.0483323134293224,5,0.951667686570678,79049.1945265676,3820.63044619355,386031.899337341,2437613.86298028,30.8366692106018,"30","Haiti","male"
1995,0.010038901852417,2.58625960350037,0.0490070056618252,5,0.950992994338175,79215.5747927397,3882.11812237254,386707.448627745,2453332.1733882,30.970325971971,"30","Haiti","male"
1996,0.0100680653741413,2.58658456802368,0.0491461527952084,5,0.950853847204792,79279.4806452822,3896.28146931781,386994.057401036,2469805.46395021,31.1531488835148,"30","Haiti","male"
1997,0.0102086720535201,2.58508682250977,0.0498152617956838,5,0.950184738204316,79420.9953484329,3956.37767535597,387550.668158819,2482278.70650978,31.2546914782371,"30","Haiti","male"
1998,0.010173466625216,2.5836443901062,0.0496468781613519,5,0.950353121838648,78959.3097430873,3920.08323051951,385324.23361012,2476483.89718514,31.3640520065711,"30","Haiti","male"
1999,0.0102578728732717,2.57995963096619,0.0500469749164346,5,0.949953025083565,79113.0943622673,3959.37104910992,385983.634036507,2491277.9529564,31.4900835700923,"30","Haiti","male"
2000,0.0103142194588713,2.57911252975464,0.0503147596502524,5,0.949685240349748,79087.8497786762,3979.28615286936,385805.844905379,2500868.27025749,31.6213966779481,"30","Haiti","male"
2001,0.0102442431322159,2.57969808578491,0.0499819550083823,5,0.950018044991618,79228.2909994884,3959.98487612745,386557.096021488,2517492.58037488,31.7751720833047,"30","Haiti","male"
2002,0.0101845213154768,2.58078861236572,0.0496981189787282,5,0.950301881021272,79714.3195344914,3961.65173653352,388987.524677594,2536869.48941025,31.8245141428144,"30","Haiti","male"
2003,0.0101403312339363,2.58396482467651,0.0494892005994273,5,0.950510799400573,81007.2175961144,4008.98244161556,395350.245384374,2579003.04808535,31.8367069579372,"30","Haiti","male"
2004,0.0104989609963076,2.58597850799561,0.0511972257584787,5,0.948802774241521,81245.0948615538,4159.52346339599,396184.295270634,2556677.66341107,31.4687018061557,"30","Haiti","male"
2005,0.00969129000533293,2.58657813072205,0.0473489962454202,5,0.95265100375458,83065.3476193284,3933.0608325521,405834.60307016,2657085.81579266,31.9878973837508,"30","Haiti","male"
2006,0.00925126811838291,2.58685064315796,0.0452462324024966,5,0.954753767597503,83631.2225290374,3783.99773065373,409024.760955168,2693561.78000575,32.2076097724211,"30","Haiti","male"
2007,0.00879458991790976,2.58502578735352,0.0430584438789869,5,0.956941556121013,83616.1985753794,3600.38339373219,409386.159825393,2716417.89260344,32.4867422686599,"30","Haiti","male"
2008,0.00854498561985827,2.58732342720032,0.0418618913487918,5,0.958138108651208,83848.5083805651,3510.05714758548,410773.909253658,2733576.11297548,32.6013684175338,"30","Haiti","male"
2009,0.00816746989386977,2.58675932884216,0.0400480005539121,5,0.959951999446088,84515.5780524735,3384.67991665966,414409.843028633,2777083.37769529,32.8588343319509,"30","Haiti","male"
2010,0.0276605532153151,2.5847761631012,0.12964185677518,5,0.87035814322482,48802.3714950927,6326.83005565596,228731.146713035,1085846.68707825,22.2498754427834,"30","Haiti","male"
2011,0.00773086930256899,2.58494782447815,0.0379458797585956,5,0.962054120241404,84268.6686798652,3197.6487691431,413620.854782852,2802449.42392942,33.2561255307813,"30","Haiti","male"
2012,0.00723433970389629,2.58205318450928,0.0355498516745476,5,0.964450148325452,85090.8061344351,3024.96553694685,418139.824885145,2880968.20750776,33.8575733194502,"30","Haiti","male"
2013,0.00688067738889306,2.57599306106567,0.0338389928215621,5,0.966161007178438,85882.9712453857,2906.19324746703,422370.223629184,2984413.93203749,34.7497750573905,"30","Haiti","male"
2014,0.00652698802872081,2.57586598396301,0.0321266232744796,5,0.96787337672552,86291.2270034849,2772.24574183357,424735.839813832,3084407.62024683,35.7441622671823,"30","Haiti","male"
2015,0.00611061393164415,2.57552981376648,0.0301070339117734,5,0.969892966088227,86184.708344221,2594.76593679577,424632.609067089,3165298.27034165,36.726912826571,"30","Haiti","male"
2016,0.00577804812432832,2.57449007034302,0.0284909481572819,5,0.971509051842718,86241.7226587763,2457.10844926588,425248.872351943,3215171.96860082,37.2809339781159,"30","Haiti","male"
1970,0.0100926958390347,2.57987521000731,0.0492602684011384,5,0.950739731598862,63852.0004926523,3145.36668221767,311647.822582009,1809866.65617503,28.344713434363,"35","Haiti","both"
1971,0.0100353557181542,2.57820637788513,0.0489862385790765,5,0.951013761420924,64274.8576991523,3148.58351388686,313749.069023134,1823210.63754131,28.3658447922998,"35","Haiti","both"
1972,0.00994627927926674,2.57796035181484,0.0485615352798755,5,0.951438464720124,65192.3067024827,3165.83850190908,318293.747141039,1857454.51105101,28.4919280357397,"35","Haiti","both"
1973,0.00979746046581785,2.57947250321483,0.0478524796984566,5,0.952147520301543,66260.396197784,3170.72426386614,323627.155723508,1900151.18052783,28.6770271468944,"35","Haiti","both"
1974,0.00944793124812391,2.58184138796017,0.0461844976664864,5,0.953815502333514,67175.0539214996,3102.4461210836,328373.06280141,1941273.44953187,28.8987255864421,"35","Haiti","both"
1975,0.00931489301025385,2.58418923160543,0.0455494645913893,5,0.954450535408611,67496.4107028298,3074.42536935442,330054.823600237,1966803.34397472,29.1393767978874,"35","Haiti","both"
1976,0.00916281068364899,2.58814127843954,0.0448234811607771,5,0.955176518839223,67295.5673931043,3016.42159724862,329202.654228294,1980205.25734755,29.4254931499464,"35","Haiti","both"
1977,0.0089664666312133,2.59122672012742,0.0438845074354785,5,0.956115492564522,66912.5595711271,2936.42471802602,327489.616456497,1982661.01039361,29.6306257465172,"35","Haiti","both"
1978,0.00880375391681873,2.59137395305997,0.0431047357743504,5,0.95689526422565,66896.3902200323,2883.55122469233,327536.554512682,1995965.5241102,29.8366700736044,"35","Haiti","both"
1979,0.00858120029424245,2.59312611250281,0.042037759187688,5,0.957962240812312,68952.4563054439,2898.60675356783,337785.700621934,2067404.59567704,29.9830449334379,"35","Haiti","both"
1980,0.00850599257691191,2.5933392494101,0.0416767955981606,5,0.958323204401839,70532.7979758823,2939.58100420721,345589.415653407,2128652.96708305,30.1796189598336,"35","Haiti","both"
1981,0.00834554544400053,2.59302906454726,0.0409060279832181,5,0.959093972016782,71658.6551343542,2931.27095216567,351237.791685971,2172677.09322132,30.3198139728931,"35","Haiti","both"
1982,0.00832429706159182,2.59346628571182,0.0408040695613708,5,0.959195930438629,72493.5372783431,2958.03133785534,355349.084249245,2201528.25412746,30.3686140417534,"35","Haiti","both"
1983,0.00821967330847335,2.59199560369855,0.0403006945144776,5,0.959699305485522,74006.9198904915,2982.53027046412,362852.653449078,2239499.48821053,30.2606768600061,"35","Haiti","both"
1984,0.00829264362345115,2.59194500634112,0.0406514436706412,5,0.959348556329359,74431.9056212986,3025.7644186627,364873.320988497,2247199.09936047,30.1913417452185,"35","Haiti","both"
1985,0.00836038055297494,2.59272530415693,0.0409772064667639,5,0.959022793533236,74546.1543817337,3054.69315940356,365377.286362471,2249104.31025541,30.1706282357406,"35","Haiti","both"
1986,0.00856442894712754,2.59112184313676,0.0419565531096109,5,0.958043446890389,74945.0178845436,3144.4346231736,367150.529543271,2253694.47947941,30.0713048457915,"35","Haiti","both"
1987,0.0085983321917796,2.59258022075676,0.0421197899421992,5,0.957880210057801,74743.7166137314,3148.18964326964,366139.569052641,2250437.89781954,30.1087235125006,"35","Haiti","both"
1988,0.0088643155744841,2.59295531322702,0.0433956533355309,5,0.956604346664469,74022.8034821581,3212.26791883586,362381.944984265,2224785.12768708,30.0554021602725,"35","Haiti","both"
1989,0.00926616486441632,2.59179809034546,0.045319528296871,5,0.954680471703129,73887.4930591845,3348.54633248056,361373.489623476,2205134.18885633,29.8444851429728,"35","Haiti","both"
1990,0.00949437752310116,2.59311350607127,0.0464113016993977,5,0.953588698300602,74012.4724901238,3435.0151902575,361794.670782748,2205653.82463566,29.8011098727986,"35","Haiti","both"
1991,0.00973141604303719,2.59443011559441,0.0475440919747602,5,0.95245590802524,74492.5725424241,3541.68172039351,363943.099825392,2220484.33761165,29.808130687755,"35","Haiti","both"
1992,0.00999517557092088,2.59589351694662,0.0488031638687289,5,0.951196836131271,75082.2987285783,3664.25372849166,366602.237498672,2249416.47092946,29.9593447326523,"35","Haiti","both"
