Sweden, Female population exposure by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 21/03/2016
Cohort  Age       Exposure
1836     12              .
1836     13              .
1836     14              .
1836     15              .
1836     16              .
1836     17              .
1836     18              .
1836     19              .
1836     20              .
1836     21              .
1836     22              .
1836     23              .
1836     24              .
1836     25              .
1836     26              .
1836     27              .
1836     28              .
1836     29              .
1836     30              .
1836     31              .
1836     32              .
1836     33              .
1836     34              .
1836     35              .
1836     36              .
1836     37              .
1836     38              .
1836     39              .
1836     40              .
1836     41              .
1836     42              .
1836     43              .
1836     44              .
1836     45              .
1836     46              .
1836     47              .
1836     48              .
1836     49              .
1836     50              .
1836     51              .
1836     52              .
1836     53              .
1836     54              .
1836     55       23043.91
1837     12              .
1837     13              .
1837     14              .
1837     15              .
1837     16              .
1837     17              .
1837     18              .
1837     19              .
1837     20              .
1837     21              .
1837     22              .
1837     23              .
1837     24              .
1837     25              .
1837     26              .
1837     27              .
1837     28              .
1837     29              .
1837     30              .
1837     31              .
1837     32              .
1837     33              .
1837     34              .
1837     35              .
1837     36              .
1837     37              .
1837     38              .
1837     39              .
1837     40              .
1837     41              .
1837     42              .
1837     43              .
1837     44              .
1837     45              .
1837     46              .
1837     47              .
1837     48              .
1837     49              .
1837     50              .
1837     51              .
1837     52              .
1837     53              .
1837     54       22275.60
1837     55       21916.40
1838     12              .
1838     13              .
1838     14              .
1838     15              .
1838     16              .
1838     17              .
1838     18              .
1838     19              .
1838     20              .
1838     21              .
1838     22              .
1838     23              .
1838     24              .
1838     25              .
1838     26              .
1838     27              .
1838     28              .
1838     29              .
1838     30              .
1838     31              .
1838     32              .
1838     33              .
1838     34              .
1838     35              .
1838     36              .
1838     37              .
1838     38              .
1838     39              .
1838     40              .
1838     41              .
1838     42              .
1838     43              .
1838     44              .
1838     45              .
1838     46              .
1838     47              .
1838     48              .
1838     49              .
1838     50              .
1838     51              .
1838     52              .
1838     53       21884.19
1838     54       21558.60
1838     55       21253.07
1839     12              .
1839     13              .
1839     14              .
1839     15              .
1839     16              .
1839     17              .
1839     18              .
1839     19              .
1839     20              .
1839     21              .
1839     22              .
1839     23              .
1839     24              .
1839     25              .
1839     26              .
1839     27              .
1839     28              .
1839     29              .
1839     30              .
1839     31              .
1839     32              .
1839     33              .
1839     34              .
1839     35              .
1839     36              .
1839     37              .
1839     38              .
1839     39              .
1839     40              .
1839     41              .
1839     42              .
1839     43              .
1839     44              .
1839     45              .
1839     46              .
1839     47              .
1839     48              .
1839     49              .
1839     50              .
1839     51              .
1839     52       22723.76
1839     53       22416.35
1839     54       22117.75
1839     55       21844.45
1840     12              .
1840     13              .
1840     14              .
1840     15              .
1840     16              .
1840     17              .
1840     18              .
1840     19              .
1840     20              .
1840     21              .
1840     22              .
1840     23              .
1840     24              .
1840     25              .
1840     26              .
1840     27              .
1840     28              .
1840     29              .
1840     30              .
1840     31              .
1840     32              .
1840     33              .
1840     34              .
1840     35              .
1840     36              .
1840     37              .
1840     38              .
1840     39              .
1840     40              .
1840     41              .
1840     42              .
1840     43              .
1840     44              .
1840     45              .
1840     46              .
1840     47              .
1840     48              .
1840     49              .
1840     50              .
1840     51       24656.67
1840     52       24315.17
1840     53       24006.58
1840     54       23740.85
1840     55       23454.34
1841     12              .
1841     13              .
1841     14              .
1841     15              .
1841     16              .
1841     17              .
1841     18              .
1841     19              .
1841     20              .
1841     21              .
1841     22              .
1841     23              .
1841     24              .
1841     25              .
1841     26              .
1841     27              .
1841     28              .
1841     29              .
1841     30              .
1841     31              .
1841     32              .
1841     33              .
1841     34              .
1841     35              .
1841     36              .
1841     37              .
1841     38              .
1841     39              .
1841     40              .
1841     41              .
1841     42              .
1841     43              .
1841     44              .
1841     45              .
1841     46              .
1841     47              .
1841     48              .
1841     49              .
1841     50       24044.50
1841     51       23710.89
1841     52       23395.89
1841     53       23121.17
1841     54       22855.50
1841     55       22607.67
1842     12              .
1842     13              .
1842     14              .
1842     15              .
1842     16              .
1842     17              .
1842     18              .
1842     19              .
1842     20              .
1842     21              .
1842     22              .
1842     23              .
1842     24              .
1842     25              .
1842     26              .
1842     27              .
1842     28              .
1842     29              .
1842     30              .
1842     31              .
1842     32              .
1842     33              .
1842     34              .
1842     35              .
1842     36              .
1842     37              .
1842     38              .
1842     39              .
1842     40              .
1842     41              .
1842     42              .
1842     43              .
1842     44              .
1842     45              .
1842     46              .
1842     47              .
1842     48              .
1842     49       25562.32
1842     50       25230.47
1842     51       24935.05
1842     52       24681.13
1842     53       24418.50
1842     54       24140.50
1842     55       23855.50
1843     12              .
1843     13              .
1843     14              .
1843     15              .
1843     16              .
1843     17              .
1843     18              .
1843     19              .
1843     20              .
1843     21              .
1843     22              .
1843     23              .
1843     24              .
1843     25              .
1843     26              .
1843     27              .
1843     28              .
1843     29              .
1843     30              .
1843     31              .
1843     32              .
1843     33              .
1843     34              .
1843     35              .
1843     36              .
1843     37              .
1843     38              .
1843     39              .
1843     40              .
1843     41              .
1843     42              .
1843     43              .
1843     44              .
1843     45              .
1843     46              .
1843     47              .
1843     48       25176.18
1843     49       24845.04
1843     50       24547.46
1843     51       24319.26
1843     52       24053.00
1843     53       23778.33
1843     54       23507.00
1843     55       23246.33
1844     12              .
1844     13              .
1844     14              .
1844     15              .
1844     16              .
1844     17              .
1844     18              .
1844     19              .
1844     20              .
1844     21              .
1844     22              .
1844     23              .
1844     24              .
1844     25              .
1844     26              .
1844     27              .
1844     28              .
1844     29              .
1844     30              .
1844     31              .
1844     32              .
1844     33              .
1844     34              .
1844     35              .
1844     36              .
1844     37              .
1844     38              .
1844     39              .
1844     40              .
1844     41              .
1844     42              .
1844     43              .
1844     44              .
1844     45              .
1844     46              .
1844     47       26765.47
1844     48       26444.76
1844     49       26174.09
1844     50       25946.17
1844     51       25666.84
1844     52       25381.83
1844     53       25085.17
1844     54       24785.00
1844     55       24442.00
1845     12              .
1845     13              .
1845     14              .
1845     15              .
1845     16              .
1845     17              .
1845     18              .
1845     19              .
1845     20              .
1845     21              .
1845     22              .
1845     23              .
1845     24              .
1845     25              .
1845     26              .
1845     27              .
1845     28              .
1845     29              .
1845     30              .
1845     31              .
1845     32              .
1845     33              .
1845     34              .
1845     35              .
1845     36              .
1845     37              .
1845     38              .
1845     39              .
1845     40              .
1845     41              .
1845     42              .
1845     43              .
1845     44              .
1845     45              .
1845     46       25798.72
1845     47       25500.83
1845     48       25239.18
1845     49       25023.87
1845     50       24786.83
1845     51       24538.67
1845     52       24291.50
1845     53       24014.50
1845     54       23700.67
1845     55       23347.67
1846     12              .
1846     13              .
1846     14              .
1846     15              .
1846     16              .
1846     17              .
1846     18              .
1846     19              .
1846     20              .
1846     21              .
1846     22              .
1846     23              .
1846     24              .
1846     25              .
1846     26              .
1846     27              .
1846     28              .
1846     29              .
1846     30              .
1846     31              .
1846     32              .
1846     33              .
1846     34              .
1846     35              .
1846     36              .
1846     37              .
1846     38              .
1846     39              .
1846     40              .
1846     41              .
1846     42              .
1846     43              .
1846     44              .
1846     45       24183.56
1846     46       23890.79
1846     47       23651.68
1846     48       23451.49
1846     49       23224.86
1846     50       22986.83
1846     51       22774.50
1846     52       22542.83
1846     53       22242.83
1846     54       21980.17
1846     55       21690.00
1847     12              .
1847     13              .
1847     14              .
1847     15              .
1847     16              .
1847     17              .
1847     18              .
1847     19              .
1847     20              .
1847     21              .
1847     22              .
1847     23              .
1847     24              .
1847     25              .
1847     26              .
1847     27              .
1847     28              .
1847     29              .
1847     30              .
1847     31              .
1847     32              .
1847     33              .
1847     34              .
1847     35              .
1847     36              .
1847     37              .
1847     38              .
1847     39              .
1847     40              .
1847     41              .
1847     42              .
1847     43              .
1847     44       24975.56
1847     45       24687.15
1847     46       24429.66
1847     47       24242.47
1847     48       24034.61
1847     49       23838.02
1847     50       23590.67
1847     51       23346.00
1847     52       23087.33
1847     53       22826.50
1847     54       22553.17
1847     55       22274.33
1848     12              .
1848     13              .
1848     14              .
1848     15              .
1848     16              .
1848     17              .
1848     18              .
1848     19              .
1848     20              .
1848     21              .
1848     22              .
1848     23              .
1848     24              .
1848     25              .
1848     26              .
1848     27              .
1848     28              .
1848     29              .
1848     30              .
1848     31              .
1848     32              .
1848     33              .
1848     34              .
1848     35              .
1848     36              .
1848     37              .
1848     38              .
1848     39              .
1848     40              .
1848     41              .
1848     42              .
1848     43       26642.19
1848     44       26372.84
1848     45       26103.03
1848     46       25890.84
1848     47       25689.10
1848     48       25490.00
1848     49       25237.58
1848     50       25007.33
1848     51       24713.50
1848     52       24543.67
1848     53       24272.33
1848     54       23942.50
1848     55       23642.50
1849     12              .
1849     13              .
1849     14              .
1849     15              .
1849     16              .
1849     17              .
1849     18              .
1849     19              .
1849     20              .
1849     21              .
1849     22              .
1849     23              .
1849     24              .
1849     25              .
1849     26              .
1849     27              .
1849     28              .
1849     29              .
1849     30              .
1849     31              .
1849     32              .
1849     33              .
1849     34              .
1849     35              .
1849     36              .
1849     37              .
1849     38              .
1849     39              .
1849     40              .
1849     41              .
1849     42       28747.42
1849     43       28454.41
1849     44       28165.95
1849     45       27943.73
1849     46       27701.44
1849     47       27510.75
1849     48       27257.09
1849     49       27019.80
1849     50       26733.17
1849     51       26429.33
1849     52       26142.50
1849     53       25827.50
1849     54       25518.83
1849     55       25229.67
1850     12              .
1850     13              .
1850     14              .
1850     15              .
1850     16              .
1850     17              .
1850     18              .
1850     19              .
1850     20              .
1850     21              .
1850     22              .
1850     23              .
1850     24              .
1850     25              .
1850     26              .
1850     27              .
1850     28              .
1850     29              .
1850     30              .
1850     31              .
1850     32              .
1850     33              .
1850     34              .
1850     35              .
1850     36              .
1850     37              .
1850     38              .
1850     39              .
1850     40              .
1850     41       27965.71
1850     42       27642.17
1850     43       27361.57
1850     44       27133.09
1850     45       26899.26
1850     46       26647.75
1850     47       26436.35
1850     48       26185.47
1850     49       25920.90
1850     50       25737.00
1850     51       25486.50
1850     52       25207.50
1850     53       24910.17
1850     54       24611.50
1850     55       24275.17
1851     12              .
1851     13              .
1851     14              .
1851     15              .
1851     16              .
1851     17              .
1851     18              .
1851     19              .
1851     20              .
1851     21              .
1851     22              .
1851     23              .
1851     24              .
1851     25              .
1851     26              .
1851     27              .
1851     28              .
1851     29              .
1851     30              .
1851     31              .
1851     32              .
1851     33              .
1851     34              .
1851     35              .
1851     36              .
1851     37              .
1851     38              .
1851     39              .
1851     40       27745.01
1851     41       27417.90
1851     42       27127.04
1851     43       26918.56
1851     44       26698.43
1851     45       26470.22
1851     46       26287.74
1851     47       26078.67
1851     48       25826.97
1851     49       25491.19
1851     50       25244.17
1851     51       24978.83
1851     52       24695.00
1851     53       24424.83
1851     54       24135.83
1851     55       23846.33
1852     12              .
1852     13              .
1852     14              .
1852     15              .
1852     16              .
1852     17              .
1852     18              .
1852     19              .
1852     20              .
1852     21              .
1852     22              .
1852     23              .
1852     24              .
1852     25              .
1852     26              .
1852     27              .
1852     28              .
1852     29              .
1852     30              .
1852     31              .
1852     32              .
1852     33              .
1852     34              .
1852     35              .
1852     36              .
1852     37              .
1852     38              .
1852     39       26695.74
1852     40       26405.70
1852     41       26126.24
1852     42       25919.28
1852     43       25714.17
1852     44       25520.26
1852     45       25318.32
1852     46       25110.76
1852     47       24881.75
1852     48       24676.33
1852     49       24434.17
1852     50       24165.50
1852     51       23905.17
1852     52       23663.33
1852     53       23397.83
1852     54       23141.67
1852     55       22867.33
1853     12              .
1853     13              .
1853     14              .
1853     15              .
1853     16              .
1853     17              .
1853     18              .
1853     19              .
1853     20              .
1853     21              .
1853     22              .
1853     23              .
1853     24              .
1853     25              .
1853     26              .
1853     27              .
1853     28              .
1853     29              .
1853     30              .
1853     31              .
1853     32              .
1853     33              .
1853     34              .
1853     35              .
1853     36              .
1853     37              .
1853     38       28530.71
1853     39       28201.12
1853     40       27913.74
1853     41       27709.60
1853     42       27489.18
1853     43       27257.49
1853     44       27019.38
1853     45       26800.57
1853     46       26574.39
1853     47       26381.34
1853     48       26161.67
1853     49       25906.33
1853     50       25648.33
1853     51       25403.50
1853     52       25125.00
1853     53       24837.83
1853     54       24558.50
1853     55       24270.50
1854     12              .
1854     13              .
1854     14              .
1854     15              .
1854     16              .
1854     17              .
1854     18              .
1854     19              .
1854     20              .
1854     21              .
1854     22              .
1854     23              .
1854     24              .
1854     25              .
1854     26              .
1854     27              .
1854     28              .
1854     29              .
1854     30              .
1854     31              .
1854     32              .
1854     33              .
1854     34              .
1854     35              .
1854     36              .
1854     37       31522.88
1854     38       31161.50
1854     39       30828.76
1854     40       30598.08
1854     41       30324.48
1854     42       30119.59
1854     43       29885.49
1854     44       29636.50
1854     45       29359.84
1854     46       29124.62
1854     47       28866.33
1854     48       28601.00
1854     49       28338.17
1854     50       28058.50
1854     51       27783.67
1854     52       27514.00
1854     53       27240.17
1854     54       26913.00
1854     55       26604.50
1855     12              .
1855     13              .
1855     14              .
1855     15              .
1855     16              .
1855     17              .
1855     18              .
1855     19              .
1855     20              .
1855     21              .
1855     22              .
1855     23              .
1855     24              .
1855     25              .
1855     26              .
1855     27              .
1855     28              .
1855     29              .
1855     30              .
1855     31              .
1855     32              .
1855     33              .
1855     34              .
1855     35              .
1855     36       29572.09
1855     37       29229.02
1855     38       28889.90
1855     39       28654.22
1855     40       28410.11
1855     41       28187.31
1855     42       27976.25
1855     43       27731.61
1855     44       27495.14
1855     45       27397.63
1855     46       27183.83
1855     47       26943.33
1855     48       26715.50
1855     49       26469.50
1855     50       26239.17
1855     51       25997.50
1855     52       25721.00
1855     53       25451.33
1855     54       25154.67
1855     55       24840.17
1856     12              .
1856     13              .
1856     14              .
1856     15              .
1856     16              .
1856     17              .
1856     18              .
1856     19              .
1856     20              .
1856     21              .
1856     22              .
1856     23              .
1856     24              .
1856     25              .
1856     26              .
1856     27              .
1856     28              .
1856     29              .
1856     30              .
1856     31              .
1856     32              .
1856     33              .
1856     34              .
1856     35       29984.22
1856     36       29593.98
1856     37       29291.69
1856     38       29097.33
1856     39       28852.95
1856     40       28633.13
1856     41       28424.25
1856     42       28223.03
1856     43       27981.56
1856     44       27747.43
1856     45       27513.00
1856     46       27247.33
1856     47       26999.83
1856     48       26746.17
1856     49       26483.50
1856     50       26222.67
1856     51       25965.33
1856     52       25705.17
1856     53       25467.50
1856     54       25222.17
1856     55       24906.50
1857     12              .
1857     13              .
1857     14              .
1857     15              .
1857     16              .
1857     17              .
1857     18              .
1857     19              .
1857     20              .
1857     21              .
1857     22              .
1857     23              .
1857     24              .
1857     25              .
1857     26              .
1857     27              .
1857     28              .
1857     29              .
1857     30              .
1857     31              .
1857     32              .
1857     33              .
1857     34       31409.08
1857     35       30998.54
1857     36       30641.63
1857     37       30440.72
1857     38       30192.71
1857     39       29949.53
1857     40       29707.29
1857     41       29496.32
1857     42       29248.71
1857     43       29069.18
1857     44       28831.00
1857     45       28569.67
1857     46       28323.67
1857     47       28085.33
1857     48       27851.83
1857     49       27596.67
1857     50       27346.67
1857     51       27071.17
1857     52       26802.00
1857     53       26533.67
1857     54       26240.67
1857     55       25935.50
1858     12              .
1858     13              .
1858     14              .
1858     15              .
1858     16              .
1858     17              .
1858     18              .
1858     19              .
1858     20              .
1858     21              .
1858     22              .
1858     23              .
1858     24              .
1858     25              .
1858     26              .
1858     27              .
1858     28              .
1858     29              .
1858     30              .
1858     31              .
1858     32              .
1858     33       34468.22
1858     34       33983.75
1858     35       33559.69
1858     36       33298.06
1858     37       33025.18
1858     38       32776.99
1858     39       32535.87
1858     40       32295.53
1858     41       32019.17
1858     42       31763.17
1858     43       31503.00
1858     44       31231.00
1858     45       30959.50
1858     46       30706.00
1858     47       30434.83
1858     48       30152.17
1858     49       29837.83
1858     50       29533.50
1858     51       29254.00
1858     52       28979.33
1858     53       28653.33
1858     54       28349.83
1858     55       28040.50
1859     12              .
1859     13              .
1859     14              .
1859     15              .
1859     16              .
1859     17              .
1859     18              .
1859     19              .
1859     20              .
1859     21              .
1859     22              .
1859     23              .
1859     24              .
1859     25              .
1859     26              .
1859     27              .
1859     28              .
1859     29              .
1859     30              .
1859     31              .
1859     32       35122.15
1859     33       34653.68
1859     34       34244.39
1859     35       34021.56
1859     36       33726.40
1859     37       33458.57
1859     38       33211.69
1859     39       32954.57
1859     40       32682.92
1859     41       32555.64
1859     42       32285.33
1859     43       31984.67
1859     44       31704.17
1859     45       31436.33
1859     46       31152.00
1859     47       30928.17
1859     48       30649.67
1859     49       30420.17
1859     50       30152.83
1859     51       29905.17
1859     52       29610.33
1859     53       29311.17
1859     54       29004.00
1859     55       28665.00
1860     12              .
1860     13              .
1860     14              .
1860     15              .
1860     16              .
1860     17              .
1860     18              .
1860     19              .
1860     20              .
1860     21              .
1860     22              .
1860     23              .
1860     24              .
1860     25              .
1860     26              .
1860     27              .
1860     28              .
1860     29              .
1860     30              .
1860     31       35043.69
1860     32       34539.38
1860     33       34117.04
1860     34       33911.68
1860     35       33637.77
1860     36       33394.26
1860     37       33176.69
1860     38       32927.24
1860     39       32642.20
1860     40       32445.59
1860     41       32200.83
1860     42       31943.00
1860     43       31684.33
1860     44       31429.00
1860     45       31154.67
1860     46       30912.33
1860     47       30625.83
1860     48       30353.67
1860     49       30101.33
1860     50       29835.17
1860     51       29557.83
1860     52       29298.33
1860     53       28982.83
1860     54       28664.67
1860     55       28358.50
1861     12              .
1861     13              .
1861     14              .
1861     15              .
1861     16              .
1861     17              .
1861     18              .
1861     19              .
1861     20              .
1861     21              .
1861     22              .
1861     23              .
1861     24              .
1861     25              .
1861     26              .
1861     27              .
1861     28              .
1861     29              .
1861     30       33027.33
1861     31       32517.32
1861     32       32050.29
1861     33       31853.02
1861     34       31594.87
1861     35       31372.79
1861     36       31134.96
1861     37       30921.92
1861     38       30679.25
1861     39       30550.20
1861     40       30286.33
1861     41       30028.50
1861     42       29759.83
1861     43       29524.17
1861     44       29271.17
1861     45       29064.50
1861     46       28823.00
1861     47       28606.67
1861     48       28367.67
1861     49       28139.83
1861     50       27892.83
1861     51       27658.17
1861     52       27376.33
1861     53       27087.83
1861     54       26825.50
1861     55       26550.00
1862     12              .
1862     13              .
1862     14              .
1862     15              .
1862     16              .
1862     17              .
1862     18              .
1862     19              .
1862     20              .
1862     21              .
1862     22              .
1862     23              .
1862     24              .
1862     25              .
1862     26              .
1862     27              .
1862     28              .
1862     29       34961.98
1862     30       34407.20
1862     31       33922.96
1862     32       33688.84
1862     33       33449.58
1862     34       33227.15
1862     35       32997.05
1862     36       32811.86
1862     37       32536.31
1862     38       32379.98
1862     39       32149.83
1862     40       31892.33
1862     41       31632.33
1862     42       31389.83
1862     43       31122.00
1862     44       30891.00
1862     45       30646.33
1862     46       30403.33
1862     47       30173.50
1862     48       29942.33
1862     49       29676.67
1862     50       29413.17
1862     51       29121.83
1862     52       28864.67
1862     53       28568.17
1862     54       28291.67
1862     55       27985.17
1863     12              .
1863     13              .
1863     14              .
1863     15              .
1863     16              .
1863     17              .
1863     18              .
1863     19              .
1863     20              .
1863     21              .
1863     22              .
1863     23              .
1863     24              .
1863     25              .
1863     26              .
1863     27              .
1863     28       36243.76
1863     29       35592.62
1863     30       35083.73
1863     31       34822.20
1863     32       34495.45
1863     33       34234.19
1863     34       34019.50
1863     35       33792.81
1863     36       33517.76
1863     37       33437.88
1863     38       33179.17
1863     39       32876.33
1863     40       32575.00
1863     41       32328.17
1863     42       32027.50
1863     43       31790.33
1863     44       31529.33
1863     45       31309.67
1863     46       31061.83
1863     47       30836.00
1863     48       30582.50
1863     49       30331.83
1863     50       30037.83
1863     51       29773.00
1863     52       29505.00
1863     53       29248.67
1863     54       28950.33
1863     55       28537.83
1864     12              .
1864     13              .
1864     14              .
1864     15              .
1864     16              .
1864     17              .
1864     18              .
1864     19              .
1864     20              .
1864     21              .
1864     22              .
1864     23              .
1864     24              .
1864     25              .
1864     26              .
1864     27       36985.65
1864     28       36330.66
1864     29       35795.60
1864     30       35543.56
1864     31       35252.35
1864     32       34999.15
1864     33       34765.58
1864     34       34532.79
1864     35       34221.70
1864     36       34108.24
1864     37       33874.50
1864     38       33568.00
1864     39       33279.33
1864     40       32988.17
1864     41       32730.17
1864     42       32473.17
1864     43       32213.00
1864     44       31991.50
1864     45       31762.83
1864     46       31621.83
1864     47       31370.50
1864     48       31122.67
1864     49       30866.00
1864     50       30622.67
1864     51       30326.17
1864     52       30101.17
1864     53       29846.17
1864     54       29483.00
1864     55       29138.50
1865     12              .
1865     13              .
1865     14              .
1865     15              .
1865     16              .
1865     17              .
1865     18              .
1865     19              .
1865     20              .
1865     21              .
1865     22              .
1865     23              .
1865     24              .
1865     25              .
1865     26       36568.62
1865     27       35799.33
1865     28       35201.39
1865     29       34975.88
1865     30       34654.60
1865     31       34374.01
1865     32       34133.38
1865     33       33937.20
1865     34       33710.85
1865     35       33646.38
1865     36       33388.00
1865     37       33110.50
1865     38       32831.83
1865     39       32592.83
1865     40       32318.00
1865     41       32085.33
1865     42       31840.17
1865     43       31564.83
1865     44       31295.17
1865     45       31155.83
1865     46       30926.67
1865     47       30698.67
1865     48       30437.17
1865     49       30201.83
1865     50       29937.00
1865     51       29672.50
1865     52       29431.00
1865     53       29070.17
1865     54       28750.83
1865     55       28353.33
1866     12              .
1866     13              .
1866     14              .
1866     15              .
1866     16              .
1866     17              .
1866     18              .
1866     19              .
1866     20              .
1866     21              .
1866     22              .
1866     23              .
1866     24              .
1866     25       37249.54
1866     26       36406.52
1866     27       35747.27
1866     28       35484.96
1866     29       35197.53
1866     30       34931.54
1866     31       34672.52
1866     32       34465.17
1866     33       34215.10
1866     34       34065.05
1866     35       33825.17
1866     36       33491.67
1866     37       33179.83
1866     38       32914.83
1866     39       32662.17
1866     40       32439.00
1866     41       32188.50
1866     42       31941.17
1866     43       31684.33
1866     44       31583.33
1866     45       31309.50
1866     46       31080.17
1866     47       30841.17
1866     48       30583.67
1866     49       30316.17
1866     50       30121.83
1866     51       29892.50
1866     52       29607.33
1866     53       29314.00
1866     54       28937.67
1866     55       28619.17
1867     12              .
1867     13              .
1867     14              .
1867     15              .
1867     16              .
1867     17              .
1867     18              .
1867     19              .
1867     20              .
1867     21              .
1867     22              .
1867     23              .
1867     24       34550.96
1867     25       33798.94
1867     26       33135.15
1867     27       32885.98
1867     28       32593.34
1867     29       32329.77
1867     30       32064.90
1867     31       31859.27
1867     32       31592.85
1867     33       31425.84
1867     34       31178.50
1867     35       30906.67
1867     36       30642.83
1867     37       30401.33
1867     38       30154.17
1867     39       29930.83
1867     40       29729.17
1867     41       29495.17
1867     42       29272.17
1867     43       29145.67
1867     44       28903.50
1867     45       28696.17
1867     46       28476.33
1867     47       28266.50
1867     48       28041.83
1867     49       27851.00
1867     50       27633.83
1867     51       27353.50
1867     52       27077.17
1867     53       26804.17
1867     54       26500.67
1867     55       26185.67
1868     12              .
1868     13              .
1868     14              .
1868     15              .
1868     16              .
1868     17              .
1868     18              .
1868     19              .
1868     20              .
1868     21              .
1868     22              .
1868     23       31321.50
1868     24       30535.71
1868     25       29866.67
1868     26       29642.40
1868     27       29337.39
1868     28       29101.61
1868     29       28896.91
1868     30       28691.57
1868     31       28456.85
1868     32       28501.85
1868     33       28252.17
1868     34       27974.33
1868     35       27740.17
1868     36       27550.67
1868     37       27326.83
1868     38       27124.50
1868     39       26934.50
1868     40       26778.50
1868     41       26627.17
1868     42       26521.50
1868     43       26327.83
1868     44       26133.50
1868     45       25922.67
1868     46       25733.67
1868     47       25506.00
1868     48       25338.67
1868     49       25151.50
1868     50       24887.83
1868     51       24638.17
1868     52       24397.83
1868     53       24168.83
1868     54       23916.33
1868     55       23668.33
1869     12              .
1869     13              .
1869     14              .
1869     15              .
1869     16              .
1869     17              .
1869     18              .
1869     19              .
1869     20              .
1869     21              .
1869     22       34763.48
1869     23       33819.82
1869     24       33001.99
1869     25       32751.06
1869     26       32423.72
1869     27       32081.31
1869     28       31812.66
1869     29       31579.36
1869     30       31299.80
1869     31       31342.04
1869     32       31067.33
1869     33       30755.83
1869     34       30456.67
1869     35       30221.83
1869     36       29972.00
1869     37       29728.67
1869     38       29519.00
1869     39       29302.50
1869     40       29071.00
1869     41       28938.17
1869     42       28705.17
1869     43       28500.50
1869     44       28316.33
1869     45       28103.83
1869     46       27876.17
1869     47       27707.33
1869     48       27521.67
1869     49       27243.67
1869     50       26998.83
1869     51       26740.67
1869     52       26502.00
1869     53       26241.67
1869     54       25988.00
1869     55       25701.17
1870     12              .
1870     13              .
1870     14              .
1870     15              .
1870     16              .
1870     17              .
1870     18              .
1870     19              .
1870     20              .
1870     21       36262.39
1870     22       35176.65
1870     23       34274.75
1870     24       33945.08
1870     25       33524.53
1870     26       33144.20
1870     27       32893.98
1870     28       32644.51
1870     29       32429.10
1870     30       32247.30
1870     31       32000.83
1870     32       31675.83
1870     33       31372.83
1870     34       31138.17
1870     35       30859.33
1870     36       30650.67
1870     37       30428.50
1870     38       30213.83
1870     39       29995.83
1870     40       29827.67
1870     41       29587.33
1870     42       29414.00
1870     43       29191.50
1870     44       28972.33
1870     45       28776.83
1870     46       28607.33
1870     47       28383.17
1870     48       28083.83
1870     49       27851.50
1870     50       27615.67
1870     51       27409.17
1870     52       27182.17
1870     53       26943.83
1870     54       26715.83
1870     55       26427.00
1871     12              .
1871     13              .
1871     14              .
1871     15              .
1871     16              .
1871     17              .
1871     18              .
1871     19              .
1871     20       39613.23
1871     21       38421.56
1871     22       37269.44
1871     23       36864.44
1871     24       36342.94
1871     25       35906.28
1871     26       35509.07
1871     27       35263.12
1871     28       34961.74
1871     29       34644.70
1871     30       34344.83
1871     31       33951.83
1871     32       33569.33
1871     33       33322.17
1871     34       33054.67
1871     35       32825.17
1871     36       32588.83
1871     37       32378.67
1871     38       32148.33
1871     39       32060.67
1871     40       31826.50
1871     41       31579.33
1871     42       31332.67
1871     43       31084.83
1871     44       30851.83
1871     45       30684.67
1871     46       30468.50
1871     47       30207.17
1871     48       29995.67
1871     49       29678.83
1871     50       29423.33
1871     51       29174.50
1871     52       28949.00
1871     53       28710.00
1871     54       28397.67
1871     55       28085.67
1872     12              .
1872     13              .
1872     14              .
1872     15              .
1872     16              .
1872     17              .
1872     18              .
1872     19       39325.93
1872     20       38069.03
1872     21       37016.26
1872     22       36598.88
1872     23       36063.45
1872     24       35581.79
1872     25       35243.61
1872     26       34918.04
1872     27       34598.22
1872     28       34391.77
1872     29       34102.00
1872     30       33678.17
1872     31       33327.33
1872     32       33050.50
1872     33       32782.83
1872     34       32520.50
